sentences,label
o'grady will give us his reaction to the elimination of the aga weekly numbers and explain how this change will affect traders.,0
please let me know if this meets your approval.,1
"to see if you have already been removed from direct pay, please call cheryl slone (68347).",1
"lite refreshments, cash bar, please come as you are!",1
please talk to your KN trader regarding this situation tomorrow.,1
"(if cpstatus ""i"" it means it's inactive) also would you like to see all deals or just nonexpired deals?",1
please advise if you do not handle this region.,1
we also show you how a basic lock works &amp; how they are picked.,0
please take a look at this and let me know if you think 20 travis should be involved.,1
please inform the client relations department of your decision within one month of receiving your first invoice.,1
"an agent will shop the proposal around, and we will see if the advance is enough to proceed.",0
"iceland food festival enjoy a unique culinary festival spiced with iceland's special brand of outdoor adventure, and outstanding entertainment!",0
please visit for access to our complete disclaimer],0
could you please contact her at 8535620?,1
please advise as to how you feel these bav's come in compared to what you expect.,1
"i have two questions: (1) can you now ship to louisiana which i understand is a ""permit state""?",1
"do not let the negative media effect you, please keep pushing forward, and you will be successful.",1
Please make this clear in our proposal and make sure the volume shape is exactly the same as our JEA obligation.,1
can you tell me what is needed.,1
we are required to monitor the deployment instructions and communicate any instructions to jerry watson teco/frontera.,0
"also, please feel free to invite others which you feel should be involved in this kick off discussion.",1
and please send this email to anyone planning to attend that is not on the cc:'d list.,1
valuship sets launch for north europeus service new service between north europe and the west coast of north america will debut in december.,0
please take a look at these and let me know if you have any questions.,1
would you like me to call mr. fazio or would you like to?,1
i will go ahead and set up a meeting.,0
Please find the agenda for Wednesday's meeting.,1
please review them both for final changes.,1
can you give us any prices on new contracts?,1
please look into them and let me know as soon as possible.,1
peter says we'll also hav e the latest on energy legislation in congress.,0
please let me know if there are any changes and provide any variance explanations if necessary.,1
"despite those deficiencies, we believe the changes are in the right direction.",0
should not be too difficult.,0
errol can you run this minibook and get back to me as soon as possible.,1
null) { if (remote.,0
just to get printable coupons for the service specials available near you.,0
Please contact Stephanie to participate with Enron.,1
"canadian power is also up from march, currently showing an april average of 11 transactions per day.",0
please see the end of this email for details.,1
chevron and texaco also recently negotiated a consent decree with the attorneys general of 12 states.,0
i just spoke with cheryl harding about getting the proposed contract for compensation credits.,0
jeff i'm still in ca (and still recovering from last week.,0
"please review the attached draft and let me know your thoughts by end of day tuesday, november 28. x57034.",1
